Table ID,Table Path,Table Label,Table Caption,Table Footer
tbl1,/home/sai/sai-mani/articles_all/10.1016.j.intermet.2015.01.004/tables/Table 1.csv,Table 1,"Mixing enthalpy of different atom-pairs 

D

H

A
B


m
i
x



 (kJ/mol) calculated by Miedema's approach [18].",
tbl2,/home/sai/sai-mani/articles_all/10.1016.j.intermet.2015.01.004/tables/Table 2.csv,Table 2,"Chemical compositions of the as-cast CoCrFeNiNbx (x = 0, 0.103, 0.155, 0.206, 0.309 and 0.412) alloys.",
tbl3,/home/sai/sai-mani/articles_all/10.1016.j.intermet.2015.01.004/tables/Table 3.csv,Table 3,"Tensile properties of the as-cast CoCrFeNiNbx (x = 0, 0.103, 0.155, 0.206, 0.309 and 0.412) alloys.",
tbl4,/home/sai/sai-mani/articles_all/10.1016.j.intermet.2015.01.004/tables/Table 4.csv,Table 4,"Calculated parameters DHmix, d, DX, VEC and fL for the studied alloys.",
