Alloy,H   res  in G,g  -value,D  H  in G,Amplitude in A
CrMnFeCoNi,H  FMR  = -  2900  3400,-  2.3198  1.98,-  200  500,-  20  90
CrFeCoNi,H  FMR  =750  3450  4580,-  1.92  1.477,800  1200  1200,252  885  1264
CrFeNi,3112  3220,2.162  2.0895,1800  500,6  55
CrCoNi,2595.8  2807  3187  3584.5  CESR: 3964.8,2.5916  2.3964  2.1106  1.88  1.7,127  237  338  338  1523,11  16  42  24  32
