Testing temperature/degC,s0.2/MPa,smax/MPa,ep,
25,-,1010,-,(X)
400,1080,1100,0.020,(X)
600,1060,1170,>0.025,
800,860 +- 110,1000 +- 195,>0.020,(X)
1000,594 +- 5,630 +- 16,>0.150,
1200,105 +- 14,116 +- 8,>0.240,
