Table ID,Table Path,Table Label,Table Caption,Table Footer
tbl1,C:\Users\D. Sai Mani Kumar\Downloads\XML_Extractor\articles_test\10.1016.j.actamat.2018.09.057\tables\Table 1.csv,Table 1,"Solute effects of Co, Ni, and Cr upon the density of pure Fe [45-48].",
