Alloy,d  [%],D  H  m i x     [kJ/mol],D  S  m i x     [J K-1 mol-1],O,S  E  [J K-1 mol-1],ph
MoNbTaTiV,3.36,-2.47,13.37,14.1,0.4,31.32
