Table ID,Table Path,Table Label,Table Caption,Table Footer
tbl1,C:\Users\D. Sai Mani Kumar\Downloads\XML_Extractor\articles_test\10.1016.j.jallcom.2015.09.042\tables\Table 1.csv,Table 1,Composition of high entropy alloys in present study.,
tbl2,C:\Users\D. Sai Mani Kumar\Downloads\XML_Extractor\articles_test\10.1016.j.jallcom.2015.09.042\tables\Table 2.csv,Table 2,Composition and mixing entropy of g and g' in all alloys after 750 degC aging.,
