Table ID,Table Path,Table Label,Table Caption,Table Footer
tbl1,/home/sai/sai-mani/articles_all/10.1016.j.intermet.2013.10.024/tables/Table 1.csv,Table 1,"Phases present in the various alloys investigated in the present study as inferred from available phase diagrams and determined by experimental analyses. Room temperature and high temperature are designated as rt and ht, respectively.",{'NA': 'NA--not available; X--phase diagrams indicated BCC or multiple phases so experiments not performed.'}
tbl2,/home/sai/sai-mani/articles_all/10.1016.j.intermet.2013.10.024/tables/Table 2.csv,Table 2,Temperatures at which melting was observed to start in DSC measurements of the recrystallized FCC materials investigated in this study.,
tbl3,/home/sai/sai-mani/articles_all/10.1016.j.intermet.2013.10.024/tables/Table 3.csv,Table 3,Hall-Petch intercepts and slopes for the equiatomic alloys and pure Ni.,
