Table ID,Table Path,Table Label,Table Caption,Table Footer
t0005,C:\Users\D. Sai Mani Kumar\Downloads\XML_Extractor\articles_test\10.1016.j.msea.2016.08.048\tables\Table 1.csv,Table 1,Chemical compositions of different phases in the as-cast eutectic HEA.,
t0010,C:\Users\D. Sai Mani Kumar\Downloads\XML_Extractor\articles_test\10.1016.j.msea.2016.08.048\tables\Table 2.csv,Table 2,Mechanical properties of the EHEA in different thermo-mechanical conditions.,
