Table ID,Table Path,Table Label,Table Caption,Table Footer
tbl1,C:\Users\D. Sai Mani Kumar\Downloads\XML_Extractor\articles_test\10.1016.j.actamat.2018.07.028\tables\Table 1.csv,Table 1,Voce hardening parameters for VPSC models.,
tbl2,C:\Users\D. Sai Mani Kumar\Downloads\XML_Extractor\articles_test\10.1016.j.actamat.2018.07.028\tables\Table 2.csv,Table 2,Texture index and deformation twin volume fraction results for VPSC models.,
