Table ID,Table Path,Table Label,Table Caption,Table Footer
tbl1,C:\Users\D. Sai Mani Kumar\Downloads\XML_Extractor\articles_test\10.1016.j.actamat.2017.08.057\tables\Table 1.csv,Table 1,Chemical compositions (at.%) of the phases existing in undeformed HPT + 10A sample.,
tbl2,C:\Users\D. Sai Mani Kumar\Downloads\XML_Extractor\articles_test\10.1016.j.actamat.2017.08.057\tables\Table 2.csv,Table 2,"Calculated constrain factor (C

th
) values.",
tbl3,C:\Users\D. Sai Mani Kumar\Downloads\XML_Extractor\articles_test\10.1016.j.actamat.2017.08.057\tables\Table 3.csv,Table 3,"Volume fractions of NiMn, FeCo and Cr phases underneath the indenter in HPT + 10A sample.",
