Alloys,DH  mix  (kJmol-1),DS  mix  (JK-1 mol-1),T  m  (K),d (%),O,VEC,g
Al20Ti20Co20Ni20Fe20,-26.40,13.38,1634.95,6.85,0.83,6.8,1.018
