,FeCoNiCrCu0.5 (at.%),FeCoNiCrCu0.5 (at.%),FeCoNiCrCu (at.%),FeCoNiCrCu (at.%)
,Interdendrite,Dendrite,Interdendrite,Dendrite
Cu,82.18,11.68,86.68,9.56
Fe,0.90,21.80,3.46,23.58
Co,1.08,24.45,2.67,24.67
Ni,11.60,22.73,5.41,21.34
Cr,4.24,19.34,1.78,21.08
