Table ID,Table Path,Table Label,Table Caption,Table Footer
t0005,C:\Users\D. Sai Mani Kumar\Downloads\XML_Extractor\articles_test\10.1016.j.matdes.2017.02.072\tables\Table 1.csv,Table 1,Grain size vs aging treatment.,
t0010,C:\Users\D. Sai Mani Kumar\Downloads\XML_Extractor\articles_test\10.1016.j.matdes.2017.02.072\tables\Table 2.csv,Table 2,Mechanical properties under tensile loading after various heat treatments in alloy Al0.3CoCrFeNi.,
