Table ID,Table Path,Table Label,Table Caption,Table Footer
tbl1,C:\Users\D. Sai Mani Kumar\Downloads\XML_Extractor\articles_test\10.1016.j.jallcom.2017.08.067\tables\Table 1.csv,Table 1,Bulk chemical composition of AlxCoCrFeNi system by glow discharge optical emission spectroscopy.,
tbl2,C:\Users\D. Sai Mani Kumar\Downloads\XML_Extractor\articles_test\10.1016.j.jallcom.2017.08.067\tables\Table 2.csv,Table 2,Nano-hardness values of the constituent phases of AlxCoCrFeNi HEAs.,
tbl3,C:\Users\D. Sai Mani Kumar\Downloads\XML_Extractor\articles_test\10.1016.j.jallcom.2017.08.067\tables\Table 3.csv,Table 3,Measured and predicted yield strength of FCC-Al0.3 and BCC-Al0.85 HEAs based on nano-hardness values.,
