Table ID,Table Path,Table Label,Table Caption,Table Footer
t0005,C:\Users\D. Sai Mani Kumar\Downloads\XML_Extractor\articles_test\10.1016.j.matdes.2017.01.036\tables\Table 1.csv,Table 1,"Calculated HEA phase content related parameters of the investigated Ni1,5Co1,5CrFeTi0,5 alloy.",
t0010,C:\Users\D. Sai Mani Kumar\Downloads\XML_Extractor\articles_test\10.1016.j.matdes.2017.01.036\tables\Table 2.csv,Table 2,"Theoretical chemical composition of the HEA and composition of the obtained SPS compacted bulks (EDS, atomic %).",
t0015,C:\Users\D. Sai Mani Kumar\Downloads\XML_Extractor\articles_test\10.1016.j.matdes.2017.01.036\tables\Table 3.csv,Table 3,Average three-point bending strength test results.,
t0020,C:\Users\D. Sai Mani Kumar\Downloads\XML_Extractor\articles_test\10.1016.j.matdes.2017.01.036\tables\Table 4.csv,Table 4,Average tensile strength test results.,
