Table ID,Table Path,Table Label,Table Caption,Table Footer
tbl1,C:\Users\D. Sai Mani Kumar\Downloads\XML_Extractor\articles_test\10.1016.j.actamat.2018.02.048\tables\Table 1.csv,Table 1,Chemical composition of the investigated HEA.,
tbl2,C:\Users\D. Sai Mani Kumar\Downloads\XML_Extractor\articles_test\10.1016.j.actamat.2018.02.048\tables\Table 2.csv,Table 2,Definition of texture components illustrated in Fig. 3.,
