,Metal,Metal,Metal,Metal,Metal,Metal,Metal,Metal,Metal,Metal
,Nb,Cr,Mo,Ta,Ti,Zr,BCC1 Calc,BCC2 Calc,BCC1 HIP,BCC2 HIP
a (pm),330.1,288.4,315.0,330.3,327.6,358.2,324.7,339.3,324.8,341.0
