Place of analysis,Elements [%at.],Elements [%at.],Elements [%at.],Elements [%at.]
Place of analysis,Zr,Nb,Sc,Ti
1 (plate),35.2+-2.2,8.0+-3.1,45.5+-1.1,11.2+-1.3
2 (matrix),23.2+-1.3,33.5+-2.2,3.8+-1.9,39.3+-2.1
