Temperature (K),Shear modulus (GPa),Shear modulus (GPa),Shear modulus (GPa)
Temperature (K),FeNiCoCr,FeNi,Ni
77,-,68,84
203,-,66,80
293,84,62,76
473,79,62,73
673,72,60,70
