Figure ID,Figure Path,Figure Label,Figure Caption
f0005,articles_test/10.1016.j.matlet.2016.03.092/figures/gr1.jpg,Fig. 1,Microstructure of the HfNbTiVSi0.5alloy: (a) XRD pattern; (b) SEM image.
f0010,articles_test/10.1016.j.matlet.2016.03.092/figures/gr2.jpg,Fig. 2,"Compression results and comparison: (a) stress-strain curves, (b) comparison of mechanical properties between HfNbTiVSi0.5and similar refractory alloys."
f0015,articles_test/10.1016.j.matlet.2016.03.092/figures/gr3.jpg,Fig. 3,"3D and SEM images of HfNbTiVSi0.5after compression (a) at room temperature, (b) at 800°C, (c) at 1000°C."
